"","census_tract_code","year","arrests_B","arrests_W","arrests_total","pct_arr_w","pct_arr_b","pct_arr_t","pct_arr_tot","pct_arr_wow","pct_arr_bob","sir_tot","sir_b","sir_w","sumres_t","sumres_w","sumres_b"
"26",10300,2017,321,129,454,28.4078396828892,70.6892754899802,100,8.05664495749853,4.98242632575026,10.836906248945,2.35685194026533,89.8566434733821,307.506010003089,-0.936224460601807,-0.767763316631317,0.252965897321701
"27",10300,2018,378,128,513,24.9464042097057,73.6698499317872,100,8.69182155503973,4.71437516113587,12.0493449364062,2.54272110357575,85.3173525013989,298.78486225322,-0.652934551239014,-0.936136722564697,0.0457372814416885
"28",10400,2010,93,140,233,60.0600600600601,39.8970398970399,100,8.3629446179247,5.90194342565659,41.3149711239449,2.44520167444391,527.06119510916,334.723741069685,0.817032158374786,0.549745738506317,1.31896829605103
"29",10400,2011,76,104,184,56.4910374796306,41.2819120043455,100,6.74956898132864,4.44045941676274,32.3266695023394,1.97343040715558,459.907006675718,288.823051819461,0.485525697469711,0.395679146051407,1.44823038578033
"30",10400,2012,58,78,137,56.8927789934355,42.3048869438366,100,4.85970699868752,3.04081712213949,30.5102577590742,1.42092351741351,413.502461417656,235.299050711712,-0.119854003190994,-0.0377309732139111,1.10010755062103
"31",10400,2013,49,96,148,64.8210668467252,33.0857528696827,100,4.87949622498434,3.42600192712608,27.8250993753549,1.42681050696176,372.589763483475,254.783539174698,-0.154403045773506,-0.00718841794878244,0.662720263004303
"32",10400,2014,43,77,123,62.5507717303006,34.9309504467912,100,4.01816340531182,2.76074719443548,20.6631427198462,1.17495871106921,324.092057363273,225.711935336376,-0.145843997597694,0.0581347867846489,0.886121571063995
"33",10400,2015,56,141,197,71.5372907153729,28.4119736174531,100,6.71415425513786,5.32658380869631,25.213867627195,1.96322006071491,385.088949025328,316.642150586602,1.13643026351929,1.25607204437256,1.83704853057861
"34",10400,2016,45,98,144,68.0083275503123,31.2283136710618,100,5.04007560113402,3.7792603447611,22.7158001009591,1.47368089675653,339.481936201596,267.020805359609,0.665827691555023,0.654566407203674,1.27865743637085
"35",10400,2017,42,32,74,43.1848852901485,56.6801619433198,100,2.40799192997299,1.19755997155795,19.6170014012144,0.704127981355306,316.172992778588,124.904295814225,-0.144035696983337,-0.618596613407135,1.02572977542877
"36",10400,2018,46,57,103,55.286129970902,44.6168768186227,100,3.39810629804361,2.2057969892806,17.9617336977743,0.993637573938312,321.629637346554,192.046684376023,0.443304240703583,0.125307768583298,1.34579586982727
"37",10501,2010,232,244,476,51.2497374501155,48.7292585591262,100,13.8731019206668,11.6019209738006,21.4993976461866,4.05706344396197,228.738399338418,454.16362016561,2.55709433555603,1.96231913566589,2.48997139930725
"38",10501,2011,192,310,502,61.7406891057558,38.2393945429197,100,12.6445177703332,14.357834282803,12.6473881825967,3.69818841494094,164.886114879418,484.462669654444,1.85603332519531,1.42009735107422,1.23536372184753
"39",10501,2012,178,351,535,65.5952158475051,33.2648103158288,100,12.9036926268059,14.9355346580997,12.6861948542513,3.77410422624402,175.877139338277,472.967799508541,1.89234852790833,2.00596141815186,1.59693658351898
"40",10501,2013,162,378,546,69.2180919245559,29.6648965390954,100,13.431403901503,15.6905068282761,10.9674361925394,3.92839720456334,166.347431440044,473.398738680996,1.0156432390213,0.974018037319183,0.0300615169107914
"41",10501,2014,146,313,460,68.0286894153445,31.7322321234514,100,10.502043332344,11.5069298922834,10.237711240446,3.07177565699586,169.695307460866,412.090155246971,0.523213565349579,0.679359316825867,-0.24176698923111
"42",10501,2015,108,226,334,67.6444178389704,32.3256510026938,100,7.22615261461241,7.53559401153679,7.72476932980474,2.11367146166083,165.791950745429,350.140907947179,0.228620424866676,0.152959495782852,-0.70642751455307
